record_source,priority,category,assignment_group,location,contact_type,impact,urgency,reassignment_count,reopen_count,sla_target_minutes,breached
SIMULATED_CONTRACTORLINK,Normal,Inspection,IT Support,Nairobi,Portal,Medium,Low,1,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 53,Group 70,Location 143,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Critical,Incident Support,Field Services,Mombasa,Portal,High,Medium,1,0,240,1
EXTERNAL_SERVICENOW,3 - Moderate,Category 35,Group 70,Location 93,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Inspection,Maintenance,Countrywide,Email,Low,High,2,0,480,0
SIMULATED_CONTRACTORLINK,Normal,Incident Support,Relocation Operations,Kisumu,Portal,Medium,Low,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 42,Group 70,Location 161,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 61,Group 73,Location 161,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Incident Support,Maintenance,Nairobi,Portal,Medium,Low,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 57,Group 58,Location 108,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 44,Group 5,Location 51,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 26,Group 25,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Relocation,IT Support,Nairobi,Portal,Low,Low,0,0,1440,0
SIMULATED_CONTRACTORLINK,Critical,Relocation,Relocation Operations,Countrywide,Portal,High,High,0,0,240,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 46,Group 57,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 53,Group 69,Location 93,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Critical,Inspection,IT Support,Kisumu,Portal,High,Medium,0,0,240,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 40,Group 70,Location 71,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 42,Group 70,Location 15,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Delivery,Delivery,Kisumu,Portal,Low,Low,1,0,1440,0
SIMULATED_CONTRACTORLINK,High,Delivery,Relocation Operations,Nairobi,Portal,Low,Medium,0,0,480,0
SIMULATED_CONTRACTORLINK,Critical,Relocation,IT Support,Mombasa,Email,High,High,1,0,240,0
SIMULATED_CONTRACTORLINK,Normal,Maintenance,Field Services,Countrywide,Email,Medium,Low,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 37,Group 70,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 23,Group 20,Location 136,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 46,Group 39,Location 161,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 23,Group 20,Location 93,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Inspection,Field Services,Kisumu,Email,Low,Low,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Inspection,Relocation Operations,Kisumu,Portal,Medium,Low,1,0,1440,0
SIMULATED_CONTRACTORLINK,High,Inspection,IT Support,Countrywide,Email,Low,Medium,0,0,480,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 26,Group 70,Location 161,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 31,?,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Critical,Incident Support,Delivery,Nairobi,Phone,High,Medium,1,0,240,1
EXTERNAL_SERVICENOW,3 - Moderate,Category 26,Group 70,Location 143,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 42,Group 70,Location 46,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Inspection,IT Support,Mombasa,Phone,Medium,Medium,0,0,480,1
EXTERNAL_SERVICENOW,3 - Moderate,Category 26,Group 70,Location 56,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Maintenance,Maintenance,Nairobi,Portal,Medium,High,0,1,480,1
EXTERNAL_SERVICENOW,3 - Moderate,Category 28,Group 70,Location 125,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,4 - Low,Category 28,Group 70,Location 188,Phone,3 - Low,3 - Low,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 32,Group 70,Location 143,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 20,Group 70,Location 108,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 9,Group 24,Location 161,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 26,Group 70,Location 143,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Incident Support,Delivery,Kisumu,Email,Low,High,1,1,480,1
EXTERNAL_SERVICENOW,3 - Moderate,Category 26,Group 70,Location 143,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Inspection,Delivery,Kisumu,Phone,Medium,Low,1,0,1440,1
SIMULATED_CONTRACTORLINK,High,Maintenance,Delivery,Kisumu,Portal,Medium,High,0,0,480,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 28,Group 29,Location 173,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Incident Support,Delivery,Countrywide,Portal,Low,High,0,1,480,1
EXTERNAL_SERVICENOW,3 - Moderate,Category 26,Group 70,Location 55,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Critical,Incident Support,Relocation Operations,Mombasa,Portal,High,High,1,0,240,1
EXTERNAL_SERVICENOW,3 - Moderate,Category 46,Group 57,Location 54,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Critical,Maintenance,Field Services,Kisumu,Portal,High,High,0,0,240,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 9,Group 24,Location 161,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 37,Group 25,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 57,Group 65,Location 161,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Relocation,IT Support,Countrywide,Portal,Medium,Medium,0,0,480,0
SIMULATED_CONTRACTORLINK,Normal,Inspection,Field Services,Mombasa,Portal,Medium,Low,0,0,1440,0
SIMULATED_CONTRACTORLINK,Critical,Relocation,Delivery,Countrywide,Portal,High,High,1,1,240,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 34,Group 9,Location 108,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 51,Group 20,Location 209,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Incident Support,Field Services,Mombasa,Portal,Medium,High,2,0,480,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 26,Group 70,Location 97,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Incident Support,IT Support,Mombasa,Portal,Medium,Low,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Maintenance,Relocation Operations,Nairobi,Portal,Low,Low,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 46,Group 70,Location 229,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 42,Group 70,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Inspection,Field Services,Countrywide,Portal,Medium,Low,0,1,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 23,Group 20,Location 161,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 42,Group 70,Location 161,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Relocation,Delivery,Countrywide,Portal,Medium,Low,0,1,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 51,Group 20,Location 108,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Maintenance,Delivery,Kisumu,Portal,Medium,Low,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 32,Group 70,Location 128,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 45,Group 58,Location 161,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 26,Group 70,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Maintenance,Relocation Operations,Nairobi,Email,Low,Low,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Delivery,Relocation Operations,Countrywide,Phone,Low,Low,1,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Inspection,IT Support,Mombasa,Phone,Medium,Low,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 46,Group 6,Location 93,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 26,Group 70,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Delivery,Maintenance,Mombasa,Portal,Medium,Low,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 57,Group 65,Location 143,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,4 - Low,Category 42,Group 70,Location 143,Phone,3 - Low,3 - Low,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 51,Group 64,Location 125,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Inspection,Maintenance,Nairobi,Portal,Medium,High,0,0,480,1
SIMULATED_CONTRACTORLINK,Critical,Incident Support,Field Services,Kisumu,Portal,High,High,0,1,240,0
SIMULATED_CONTRACTORLINK,Critical,Relocation,Field Services,Countrywide,Email,High,High,0,0,240,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 46,Group 10,Location 108,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Critical,Maintenance,IT Support,Nairobi,Portal,High,Medium,0,0,240,0
SIMULATED_CONTRACTORLINK,Normal,Relocation,Relocation Operations,Nairobi,Portal,Low,Low,1,0,1440,0
EXTERNAL_SERVICENOW,4 - Low,Category 32,Group 70,Location 143,Phone,3 - Low,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Relocation,Relocation Operations,Countrywide,Phone,Medium,Low,1,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 26,Group 70,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Incident Support,Maintenance,Mombasa,Portal,Medium,Medium,1,0,480,1
SIMULATED_CONTRACTORLINK,Normal,Incident Support,Delivery,Mombasa,Portal,Low,Low,1,0,1440,1
EXTERNAL_SERVICENOW,3 - Moderate,Category 32,Group 70,Location 51,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 53,Group 66,Location 108,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Incident Support,Relocation Operations,Mombasa,Portal,Medium,High,0,0,480,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 37,Group 25,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 44,Group 70,Location 44,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 32,Group 70,Location 229,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Delivery,Maintenance,Mombasa,Email,Low,Low,0,2,1440,0
SIMULATED_CONTRACTORLINK,Normal,Maintenance,Relocation Operations,Mombasa,Portal,Medium,Low,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 61,?,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,4 - Low,Category 24,Group 28,Location 143,Phone,3 - Low,3 - Low,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Delivery,Delivery,Kisumu,Portal,Low,Low,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 42,Group 70,Location 51,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 53,Group 70,Location 108,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Maintenance,IT Support,Mombasa,Portal,Medium,Low,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 42,Group 70,Location 38,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Critical,Incident Support,Delivery,Mombasa,Portal,High,Medium,2,0,240,1
SIMULATED_CONTRACTORLINK,Normal,Delivery,Relocation Operations,Countrywide,Portal,Low,Low,1,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 51,Group 64,Location 125,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 23,Group 70,Location 161,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Inspection,Delivery,Nairobi,Portal,Low,Low,1,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Delivery,IT Support,Countrywide,Portal,Low,Low,0,0,1440,0
SIMULATED_CONTRACTORLINK,Critical,Relocation,Field Services,Kisumu,Portal,High,Medium,2,0,240,1
EXTERNAL_SERVICENOW,3 - Moderate,Category 46,?,Location 161,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,2 - High,Category 46,Group 70,Location 161,Phone,1 - High,2 - Medium,0,0,480,0
SIMULATED_CONTRACTORLINK,Normal,Inspection,Field Services,Mombasa,Email,Medium,Low,2,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Delivery,Relocation Operations,Countrywide,Email,Medium,Low,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 46,Group 39,Location 161,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Delivery,Field Services,Mombasa,Email,Medium,Low,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Relocation,IT Support,Mombasa,Email,Medium,High,0,0,480,1
SIMULATED_CONTRACTORLINK,Critical,Relocation,Delivery,Kisumu,Portal,High,High,0,0,240,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 34,Group 9,Location 143,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 53,Group 70,Location 108,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Maintenance,Maintenance,Mombasa,Portal,Low,Low,1,1,1440,1
SIMULATED_CONTRACTORLINK,Critical,Incident Support,Relocation Operations,Mombasa,Portal,High,High,2,0,240,0
SIMULATED_CONTRACTORLINK,Normal,Relocation,IT Support,Kisumu,Portal,Low,Low,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Inspection,IT Support,Countrywide,Portal,Medium,Low,0,0,1440,1
EXTERNAL_SERVICENOW,3 - Moderate,Category 26,Group 70,Location 161,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 32,Group 70,Location 97,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Critical,Incident Support,IT Support,Kisumu,Portal,High,High,0,0,240,0
SIMULATED_CONTRACTORLINK,Normal,Relocation,Maintenance,Mombasa,Email,Low,Low,0,0,1440,0
SIMULATED_CONTRACTORLINK,Critical,Relocation,Relocation Operations,Nairobi,Phone,High,High,0,0,240,1
SIMULATED_CONTRACTORLINK,High,Maintenance,Relocation Operations,Mombasa,Portal,Low,Medium,1,0,480,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 22,Group 75,Location 108,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 20,Group 70,Location 108,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Inspection,IT Support,Kisumu,Portal,Low,Low,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 42,Group 70,Location 44,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Relocation,Field Services,Kisumu,Portal,Medium,Low,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 37,Group 46,Location 113,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Delivery,Field Services,Nairobi,Portal,Medium,Low,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 26,Group 70,Location 91,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Delivery,Maintenance,Countrywide,Portal,Medium,Low,1,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Inspection,Delivery,Kisumu,Portal,Low,Low,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 23,Group 20,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Inspection,Relocation Operations,Kisumu,Phone,Low,Low,1,0,1440,1
SIMULATED_CONTRACTORLINK,Normal,Inspection,Delivery,Countrywide,Portal,Low,Low,1,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 61,Group 24,Location 161,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Critical,Delivery,Relocation Operations,Mombasa,Portal,High,Medium,0,1,240,0
SIMULATED_CONTRACTORLINK,Normal,Delivery,IT Support,Nairobi,Portal,Medium,Low,0,0,1440,0
SIMULATED_CONTRACTORLINK,Critical,Inspection,IT Support,Mombasa,Portal,High,High,0,0,240,0
SIMULATED_CONTRACTORLINK,Normal,Incident Support,Maintenance,Nairobi,Portal,Low,Low,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Inspection,Relocation Operations,Kisumu,Portal,Low,High,1,0,480,1
SIMULATED_CONTRACTORLINK,High,Incident Support,Field Services,Kisumu,Portal,Low,High,2,2,480,1
SIMULATED_CONTRACTORLINK,Critical,Inspection,Delivery,Countrywide,Portal,High,High,0,0,240,0
SIMULATED_CONTRACTORLINK,Normal,Maintenance,Relocation Operations,Mombasa,Portal,Low,Low,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 61,Group 73,Location 55,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Delivery,Relocation Operations,Nairobi,Portal,Medium,Low,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Delivery,Field Services,Mombasa,Email,Low,Medium,2,0,480,1
EXTERNAL_SERVICENOW,3 - Moderate,Category 26,Group 70,Location 108,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Delivery,Field Services,Mombasa,Portal,Medium,Medium,0,0,480,1
EXTERNAL_SERVICENOW,3 - Moderate,Category 26,Group 70,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 40,Group 25,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Inspection,Field Services,Kisumu,Email,Medium,Low,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Inspection,Maintenance,Kisumu,Portal,Low,Low,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 24,Group 28,Location 143,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 32,Group 70,Location 161,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Delivery,IT Support,Kisumu,Portal,Low,High,0,0,480,0
SIMULATED_CONTRACTORLINK,High,Maintenance,IT Support,Nairobi,Portal,Medium,Medium,1,0,480,0
SIMULATED_CONTRACTORLINK,Normal,Incident Support,IT Support,Mombasa,Email,Low,Low,2,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 45,Group 57,Location 188,Email,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 32,Group 70,Location 173,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,4 - Low,Category 45,Group 12,Location 143,Phone,3 - Low,3 - Low,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 42,Group 70,Location 161,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 23,Group 20,Location 51,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 35,Group 70,Location 93,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Delivery,Relocation Operations,Nairobi,Portal,Low,Low,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Delivery,Relocation Operations,Mombasa,Portal,Low,Low,0,0,1440,0
SIMULATED_CONTRACTORLINK,Critical,Maintenance,Field Services,Countrywide,Portal,High,Medium,0,0,240,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 42,Group 70,Location 43,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 46,Group 70,Location 51,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 8,Group 55,Location 188,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Maintenance,Field Services,Kisumu,Portal,Medium,Low,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 24,Group 70,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Delivery,Relocation Operations,Mombasa,Portal,Low,High,1,0,480,1
EXTERNAL_SERVICENOW,3 - Moderate,Category 53,Group 19,Location 179,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 35,Group 70,Location 93,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Delivery,Field Services,Mombasa,Portal,Medium,Low,1,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 32,Group 70,Location 108,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 46,Group 22,Location 144,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Delivery,Delivery,Nairobi,Portal,Medium,Low,1,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Delivery,Relocation Operations,Countrywide,Portal,Low,Low,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Inspection,IT Support,Kisumu,Portal,Low,High,0,0,480,0
SIMULATED_CONTRACTORLINK,Normal,Inspection,IT Support,Nairobi,Portal,Medium,Low,0,0,1440,0
SIMULATED_CONTRACTORLINK,Critical,Inspection,Delivery,Countrywide,Portal,High,Medium,0,0,240,0
SIMULATED_CONTRACTORLINK,Normal,Inspection,Relocation Operations,Nairobi,Portal,Low,Low,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 26,Group 70,Location 143,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 9,Group 28,Location 143,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Critical,Relocation,Field Services,Nairobi,Portal,High,High,0,0,240,0
SIMULATED_CONTRACTORLINK,High,Delivery,IT Support,Nairobi,Portal,Low,Medium,1,0,480,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 32,Group 70,Location 143,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 20,Group 70,Location 59,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 57,Group 65,Location 161,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 23,Group 20,Location 54,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Relocation,Field Services,Kisumu,Email,Low,High,0,1,480,1
EXTERNAL_SERVICENOW,3 - Moderate,Category 53,Group 25,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 57,?,Location 173,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 23,Group 20,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Inspection,Relocation Operations,Countrywide,Portal,Medium,Low,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Maintenance,Delivery,Kisumu,Portal,Medium,Low,0,1,1440,0
SIMULATED_CONTRACTORLINK,Critical,Delivery,IT Support,Nairobi,Email,High,Medium,0,1,240,0
SIMULATED_CONTRACTORLINK,High,Relocation,Maintenance,Countrywide,Email,Medium,Medium,0,0,480,0
SIMULATED_CONTRACTORLINK,High,Relocation,Maintenance,Countrywide,Email,Low,High,1,0,480,1
EXTERNAL_SERVICENOW,3 - Moderate,Category 42,Group 70,Location 59,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 37,Group 70,Location 51,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 53,?,Location 108,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 32,Group 70,Location 59,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 61,?,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Relocation,Delivery,Kisumu,Portal,Low,High,0,0,480,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 9,Group 70,Location 108,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 28,Group 64,Location 188,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 42,Group 70,Location 143,Phone,2 - Medium,2 - Medium,0,0,1440,0
